measure,location,sample date,value
Potassium,Boonsri,06-Jun-98,3.39
Calcium,Boonsri,06-Jun-98,53.5
Magnesium,Boonsri,06-Jun-98,12.4
Chlorides,Boonsri,06-Jun-98,22.35
Sulphates,Boonsri,06-Jun-98,48.1
Iron,Boonsri,06-Jun-98,0.075
Manganese,Boonsri,06-Jun-98,0.12
Zinc,Boonsri,06-Jun-98,23.5
Copper,Boonsri,06-Jun-98,11.5
Chromium,Boonsri,06-Jun-98,10.5
Lead,Boonsri,06-Jun-98,2.5
Cadmium,Boonsri,06-Jun-98,0.425
Mercury,Boonsri,06-Jun-98,0
Nickel,Boonsri,06-Jun-98,11
Arsenic,Boonsri,06-Jun-98,0
Biochemical Oxygen,Boonsri,06-Jun-98,2.5
Chemical Oxygen Demand (Cr),Boonsri,06-Jun-98,11.45
Chemical Oxygen Demand (Mn),Boonsri,06-Jun-98,4.15
AOX,Boonsri,06-Jun-98,0
Atrazine,Boonsri,06-Jun-98,0
"p,p-DDT",Boonsri,06-Jun-98,0
gamma-Hexachlorocyclohexane,Boonsri,06-Jun-98,0.005
Cesium,Boonsri,06-Jun-98,0
Macrozoobenthos,Boonsri,06-Jun-98,0
Total coliforms,Boonsri,06-Jun-98,0
Fecal coliforms,Boonsri,06-Jun-98,0
Water temperature,Kohsoom,27-Jun-98,25
Dissolved oxygen,Kohsoom,27-Jun-98,2.4
Ammonium,Kohsoom,27-Jun-98,0.95
Nitrites,Kohsoom,27-Jun-98,0.02
Nitrates,Kohsoom,27-Jun-98,0.24
Orthophosphate-phosphorus,Kohsoom,27-Jun-98,0.7
Total phosphorus,Kohsoom,27-Jun-98,0.96
Sodium,Kohsoom,27-Jun-98,48.9
Potassium,Kohsoom,27-Jun-98,9.35
Calcium,Kohsoom,27-Jun-98,64
Magnesium,Kohsoom,27-Jun-98,27
Chlorides,Kohsoom,27-Jun-98,83
Sulphates,Kohsoom,27-Jun-98,60.1
Iron,Kohsoom,27-Jun-98,14.31
Manganese,Kohsoom,27-Jun-98,0.64
Zinc,Kohsoom,27-Jun-98,337
Copper,Kohsoom,27-Jun-98,12
Chromium,Kohsoom,27-Jun-98,12
Lead,Kohsoom,27-Jun-98,34
Cadmium,Kohsoom,27-Jun-98,45.6
Mercury,Kohsoom,27-Jun-98,0
Nickel,Kohsoom,27-Jun-98,43
Arsenic,Kohsoom,27-Jun-98,0
Biochemical Oxygen,Kohsoom,27-Jun-98,58.4
Chemical Oxygen Demand (Cr),Kohsoom,27-Jun-98,0
Chemical Oxygen Demand (Mn),Kohsoom,27-Jun-98,12
AOX,Kohsoom,27-Jun-98,0
Atrazine,Kohsoom,27-Jun-98,0
"p,p-DDT",Kohsoom,27-Jun-98,0
gamma-Hexachlorocyclohexane,Kohsoom,27-Jun-98,0.002
Cesium,Kohsoom,27-Jun-98,0
Macrozoobenthos,Kohsoom,27-Jun-98,0
Total coliforms,Kohsoom,27-Jun-98,0
Fecal coliforms,Kohsoom,27-Jun-98,0
Water temperature,Chai,28-Jun-98,24
Dissolved oxygen,Chai,28-Jun-98,5.866666667
Ammonium,Chai,28-Jun-98,0.193333333
Nitrites,Chai,28-Jun-98,0.056666667
Nitrates,Chai,28-Jun-98,1.083333333
Orthophosphate-phosphorus,Chai,28-Jun-98,0.06
Total phosphorus,Chai,28-Jun-98,0.12
Sodium,Chai,28-Jun-98,15.3
Potassium,Chai,28-Jun-98,3.753333333
Calcium,Chai,28-Jun-98,55.66666667
Magnesium,Chai,28-Jun-98,12
Chlorides,Chai,28-Jun-98,23.16666667
Sulphates,Chai,28-Jun-98,52.83333333
Iron,Chai,28-Jun-98,0.463333333
Manganese,Chai,28-Jun-98,0.056666667
Zinc,Chai,28-Jun-98,44.66666667
Copper,Chai,28-Jun-98,10.33333333
Chromium,Chai,28-Jun-98,15.66666667
Lead,Chai,28-Jun-98,10.66666667
Cadmium,Chai,28-Jun-98,0.55
Mercury,Chai,28-Jun-98,0
Nickel,Chai,28-Jun-98,41.33333333
Arsenic,Chai,28-Jun-98,0
Biochemical Oxygen,Chai,28-Jun-98,2.766666667
Chemical Oxygen Demand (Cr),Chai,28-Jun-98,13.1
Chemical Oxygen Demand (Mn),Chai,28-Jun-98,4.233333333
AOX,Chai,28-Jun-98,0
Atrazine,Chai,28-Jun-98,0
gamma-Hexachlorocyclohexane,Chai,28-Jun-98,0.004666667
Cesium,Chai,28-Jun-98,0
Macrozoobenthos,Chai,28-Jun-98,0
Total coliforms,Chai,28-Jun-98,0.0141
Fecal coliforms,Chai,28-Jun-98,0.002766667
Water temperature,Somchair,29-Jun-98,22
Dissolved oxygen,Somchair,29-Jun-98,5.7
Ammonium,Somchair,29-Jun-98,1.02
Nitrites,Somchair,29-Jun-98,0.2
Nitrates,Somchair,29-Jun-98,1.34
Orthophosphate-phosphorus,Somchair,29-Jun-98,0.07
Total phosphorus,Somchair,29-Jun-98,0.6
Sodium,Somchair,29-Jun-98,81.7
Potassium,Somchair,29-Jun-98,3.42
Calcium,Somchair,29-Jun-98,72
Magnesium,Somchair,29-Jun-98,27
Chlorides,Somchair,29-Jun-98,117
Sulphates,Somchair,29-Jun-98,94.2
Iron,Somchair,29-Jun-98,28.25
Manganese,Somchair,29-Jun-98,1.72
Zinc,Somchair,29-Jun-98,121
Copper,Somchair,29-Jun-98,10
Chromium,Somchair,29-Jun-98,21
Lead,Somchair,29-Jun-98,10
Cadmium,Somchair,29-Jun-98,3.59
Mercury,Somchair,29-Jun-98,0
Nickel,Somchair,29-Jun-98,10
Arsenic,Somchair,29-Jun-98,0
Biochemical Oxygen,Somchair,29-Jun-98,5.6
Chemical Oxygen Demand (Cr),Somchair,29-Jun-98,0
Chemical Oxygen Demand (Mn),Somchair,29-Jun-98,7.4
AOX,Somchair,29-Jun-98,0
Atrazine,Somchair,29-Jun-98,0
gamma-Hexachlorocyclohexane,Somchair,29-Jun-98,0.002
Cesium,Somchair,29-Jun-98,0
Macrozoobenthos,Somchair,29-Jun-98,0
Total coliforms,Somchair,29-Jun-98,0
Fecal coliforms,Somchair,29-Jun-98,0
Water temperature,Kannika,29-Jun-98,25
Dissolved oxygen,Kannika,29-Jun-98,6.166666667
Ammonium,Kannika,29-Jun-98,0.263333333
Nitrites,Kannika,29-Jun-98,0.066666667
Nitrates,Kannika,29-Jun-98,1.186666667
Orthophosphate-phosphorus,Kannika,29-Jun-98,0.076666667
Total phosphorus,Kannika,29-Jun-98,0.11
Sodium,Kannika,29-Jun-98,19.36666667
Potassium,Kannika,29-Jun-98,3.733333333
Calcium,Kannika,29-Jun-98,55.33333333
Magnesium,Kannika,29-Jun-98,12
Chlorides,Kannika,29-Jun-98,25.26666667
Sulphates,Kannika,29-Jun-98,41.53333333
Iron,Kannika,29-Jun-98,0.673333333
Manganese,Kannika,29-Jun-98,0.02
Zinc,Kannika,29-Jun-98,20
Copper,Kannika,29-Jun-98,11.33333333
Chromium,Kannika,29-Jun-98,10
Lead,Kannika,29-Jun-98,10
Cadmium,Kannika,29-Jun-98,0.65
Mercury,Kannika,29-Jun-98,0
Nickel,Kannika,29-Jun-98,36.33333333
Arsenic,Kannika,29-Jun-98,0
Biochemical Oxygen,Kannika,29-Jun-98,3
Chemical Oxygen Demand (Cr),Kannika,29-Jun-98,11.5
Chemical Oxygen Demand (Mn),Kannika,29-Jun-98,4.233333333
AOX,Kannika,29-Jun-98,0
Atrazine,Kannika,29-Jun-98,0
gamma-Hexachlorocyclohexane,Kannika,29-Jun-98,0.004
Cesium,Kannika,29-Jun-98,0
Macrozoobenthos,Kannika,29-Jun-98,0
Total coliforms,Kannika,29-Jun-98,0.006433333
Fecal coliforms,Kannika,29-Jun-98,0.000776667
Water temperature,Sakda,30-Jun-98,25
Dissolved oxygen,Sakda,30-Jun-98,6.3
Ammonium,Sakda,30-Jun-98,0.19
Nitrites,Sakda,30-Jun-98,0.06
Nitrates,Sakda,30-Jun-98,1.06
Orthophosphate-phosphorus,Sakda,30-Jun-98,0.05
Total phosphorus,Sakda,30-Jun-98,0.16
Sodium,Sakda,30-Jun-98,20.1
Potassium,Sakda,30-Jun-98,3.83
Calcium,Sakda,30-Jun-98,54
Magnesium,Sakda,30-Jun-98,12
Chlorides,Sakda,30-Jun-98,26.2
Sulphates,Sakda,30-Jun-98,52.2
Iron,Sakda,30-Jun-98,0.48
Manganese,Sakda,30-Jun-98,0.05
Zinc,Sakda,30-Jun-98,17
Copper,Sakda,30-Jun-98,11
Chromium,Sakda,30-Jun-98,10
Lead,Sakda,30-Jun-98,1
Cadmium,Sakda,30-Jun-98,0.35
Mercury,Sakda,30-Jun-98,0
Nickel,Sakda,30-Jun-98,9
Arsenic,Sakda,30-Jun-98,0
Biochemical Oxygen,Sakda,30-Jun-98,2.8
Chemical Oxygen Demand (Cr),Sakda,30-Jun-98,0
Chemical Oxygen Demand (Mn),Sakda,30-Jun-98,4.3
AOX,Sakda,30-Jun-98,0
Atrazine,Sakda,30-Jun-98,0
"p,p-DDT",Sakda,30-Jun-98,0
gamma-Hexachlorocyclohexane,Sakda,30-Jun-98,0.004
Cesium,Sakda,30-Jun-98,0
Macrozoobenthos,Sakda,30-Jun-98,0
Total coliforms,Sakda,30-Jun-98,0
Fecal coliforms,Sakda,30-Jun-98,0
Water temperature,Boonsri,11-Jul-98,18
Dissolved oxygen,Boonsri,11-Jul-98,6.85
Ammonium,Boonsri,11-Jul-98,0.13
Nitrites,Boonsri,11-Jul-98,0.025
Nitrates,Boonsri,11-Jul-98,1.57
Orthophosphate-phosphorus,Boonsri,11-Jul-98,0.065
Total phosphorus,Boonsri,11-Jul-98,0.11
Sodium,Boonsri,11-Jul-98,11.7
Potassium,Boonsri,11-Jul-98,2.4
Calcium,Boonsri,11-Jul-98,46.1
Magnesium,Boonsri,11-Jul-98,12.7
Chlorides,Boonsri,11-Jul-98,20.6
Sulphates,Boonsri,11-Jul-98,39.6
Iron,Boonsri,11-Jul-98,0.33
Manganese,Boonsri,11-Jul-98,0.0045
Zinc,Boonsri,11-Jul-98,18.5
Copper,Boonsri,11-Jul-98,8.5
Chromium,Boonsri,11-Jul-98,0
Lead,Boonsri,11-Jul-98,0
Cadmium,Boonsri,11-Jul-98,0
Mercury,Boonsri,11-Jul-98,0
Nickel,Boonsri,11-Jul-98,4.5
Arsenic,Boonsri,11-Jul-98,0
Biochemical Oxygen,Boonsri,11-Jul-98,1.7
Chemical Oxygen Demand (Cr),Boonsri,11-Jul-98,0
Chemical Oxygen Demand (Mn),Boonsri,11-Jul-98,3.1
AOX,Boonsri,11-Jul-98,0
Atrazine,Boonsri,11-Jul-98,0
Cesium,Boonsri,11-Jul-98,0
Macrozoobenthos,Boonsri,11-Jul-98,0
Total coliforms,Boonsri,11-Jul-98,0.25
Fecal coliforms,Boonsri,11-Jul-98,0
"p,p-DDT",Boonsri,11-Jul-98,0
Water temperature,Chai,23-Jul-98,26.5
Dissolved oxygen,Chai,23-Jul-98,7.673333333
Ammonium,Chai,23-Jul-98,0.953333333
Nitrites,Chai,23-Jul-98,0.013333333
Nitrates,Chai,23-Jul-98,1.336666667
Orthophosphate-phosphorus,Chai,23-Jul-98,0.076666667
Total phosphorus,Chai,23-Jul-98,0.103333333
Sodium,Chai,23-Jul-98,16.6
Potassium,Chai,23-Jul-98,4.366666667
Calcium,Chai,23-Jul-98,58.60333333
Magnesium,Chai,23-Jul-98,20.82
Chlorides,Chai,23-Jul-98,32.97
Sulphates,Chai,23-Jul-98,62.06666667
Iron,Chai,23-Jul-98,0.086666667
Manganese,Chai,23-Jul-98,0
Zinc,Chai,23-Jul-98,0
Copper,Chai,23-Jul-98,0
Chromium,Chai,23-Jul-98,0
Lead,Chai,23-Jul-98,0
Cadmium,Chai,23-Jul-98,0
Mercury,Chai,23-Jul-98,0
Nickel,Chai,23-Jul-98,1.666666667
Arsenic,Chai,23-Jul-98,0
Biochemical Oxygen,Chai,23-Jul-98,1.8
Chemical Oxygen Demand (Cr),Chai,23-Jul-98,10.03333333
Chemical Oxygen Demand (Mn),Chai,23-Jul-98,3.426666667
AOX,Chai,23-Jul-98,0
Atrazine,Chai,23-Jul-98,0
Cesium,Chai,23-Jul-98,0
Macrozoobenthos,Chai,23-Jul-98,0
Total coliforms,Chai,23-Jul-98,0
Fecal coliforms,Chai,23-Jul-98,0
Water temperature,Kannika,26-Jul-98,22
Dissolved oxygen,Kannika,26-Jul-98,7.51
Ammonium,Kannika,26-Jul-98,0.21
Nitrites,Kannika,26-Jul-98,0.03
Nitrates,Kannika,26-Jul-98,1.383333333
Orthophosphate-phosphorus,Kannika,26-Jul-98,0.046666667
Total phosphorus,Kannika,26-Jul-98,0.09
Sodium,Kannika,26-Jul-98,24.4
Potassium,Kannika,26-Jul-98,3.033333333
Calcium,Kannika,26-Jul-98,56.37
Magnesium,Kannika,26-Jul-98,11.68666667
Chlorides,Kannika,26-Jul-98,29.52666667
Sulphates,Kannika,26-Jul-98,34.27333333
Iron,Kannika,26-Jul-98,0.056666667
Manganese,Kannika,26-Jul-98,0.036666667
Zinc,Kannika,26-Jul-98,3.333333333
Copper,Kannika,26-Jul-98,10
Chromium,Kannika,26-Jul-98,30
Lead,Kannika,26-Jul-98,0
Cadmium,Kannika,26-Jul-98,0
Mercury,Kannika,26-Jul-98,0
Nickel,Kannika,26-Jul-98,10
Arsenic,Kannika,26-Jul-98,0
Biochemical Oxygen,Kannika,26-Jul-98,3.333333333
Chemical Oxygen Demand (Cr),Kannika,26-Jul-98,12.7
Chemical Oxygen Demand (Mn),Kannika,26-Jul-98,3.566666667
AOX,Kannika,26-Jul-98,0
Atrazine,Kannika,26-Jul-98,0
Cesium,Kannika,26-Jul-98,0
Macrozoobenthos,Kannika,26-Jul-98,0
Total coliforms,Kannika,26-Jul-98,0
Fecal coliforms,Kannika,26-Jul-98,0
Water temperature,Boonsri,08-Aug-98,23
Dissolved oxygen,Boonsri,08-Aug-98,6.9
Ammonium,Boonsri,08-Aug-98,0.2
Nitrites,Boonsri,08-Aug-98,0.07
Nitrates,Boonsri,08-Aug-98,0.92
Orthophosphate-phosphorus,Boonsri,08-Aug-98,0.04
Total phosphorus,Boonsri,08-Aug-98,0.08
Sodium,Boonsri,08-Aug-98,14.45
Potassium,Boonsri,08-Aug-98,2.8
Calcium,Boonsri,08-Aug-98,48.5
Magnesium,Boonsri,08-Aug-98,12.4
Chlorides,Boonsri,08-Aug-98,25.15
Sulphates,Boonsri,08-Aug-98,32.05
Iron,Boonsri,08-Aug-98,0.2
Manganese,Boonsri,08-Aug-98,0.0115
Zinc,Boonsri,08-Aug-98,72.5
Copper,Boonsri,08-Aug-98,37.5
Chromium,Boonsri,08-Aug-98,20
Lead,Boonsri,08-Aug-98,3.5
Cadmium,Boonsri,08-Aug-98,0.6
Mercury,Boonsri,08-Aug-98,0
Nickel,Boonsri,08-Aug-98,22.5
Arsenic,Boonsri,08-Aug-98,0
Biochemical Oxygen,Boonsri,08-Aug-98,2.85
Chemical Oxygen Demand (Cr),Boonsri,08-Aug-98,0
Chemical Oxygen Demand (Mn),Boonsri,08-Aug-98,3.2
AOX,Boonsri,08-Aug-98,0
Atrazine,Boonsri,08-Aug-98,0
Cesium,Boonsri,08-Aug-98,0
Macrozoobenthos,Boonsri,08-Aug-98,0
Total coliforms,Boonsri,08-Aug-98,0
Fecal coliforms,Boonsri,08-Aug-98,0
Manganese,Chai,15-Aug-98,231.3
Zinc,Chai,15-Aug-98,35.75
Copper,Chai,15-Aug-98,18.9
Chromium,Chai,15-Aug-98,17.4
Lead,Chai,15-Aug-98,32.89
Cadmium,Chai,15-Aug-98,0.9
Manganese,Kannika,15-Aug-98,475.3
Zinc,Kannika,15-Aug-98,80.1
Copper,Kannika,15-Aug-98,62.2
Chromium,Kannika,15-Aug-98,27.2
Lead,Kannika,15-Aug-98,22.25
Cadmium,Kannika,15-Aug-98,0.65
Manganese,Sakda,15-Aug-98,275.1
Zinc,Sakda,15-Aug-98,49.3
Copper,Sakda,15-Aug-98,19.7
Chromium,Sakda,15-Aug-98,14.9
Lead,Sakda,15-Aug-98,23.36
Cadmium,Sakda,15-Aug-98,0.45
Water temperature,Kohsoom,22-Aug-98,25
Dissolved oxygen,Kohsoom,22-Aug-98,2.6
Ammonium,Kohsoom,22-Aug-98,1.15
Nitrites,Kohsoom,22-Aug-98,0.03
Nitrates,Kohsoom,22-Aug-98,0.52
Orthophosphate-phosphorus,Kohsoom,22-Aug-98,0.65
Total phosphorus,Kohsoom,22-Aug-98,0.77
Sodium,Kohsoom,22-Aug-98,49.9
Potassium,Kohsoom,22-Aug-98,8.4
Calcium,Kohsoom,22-Aug-98,53
Magnesium,Kohsoom,22-Aug-98,12.6
Chlorides,Kohsoom,22-Aug-98,76.6
Sulphates,Kohsoom,22-Aug-98,53.5
Iron,Kohsoom,22-Aug-98,1.97
Manganese,Kohsoom,22-Aug-98,0.24
Zinc,Kohsoom,22-Aug-98,356
Copper,Kohsoom,22-Aug-98,108
Chromium,Kohsoom,22-Aug-98,13
Lead,Kohsoom,22-Aug-98,52
Cadmium,Kohsoom,22-Aug-98,0.19
Mercury,Kohsoom,22-Aug-98,0
Nickel,Kohsoom,22-Aug-98,63
Arsenic,Kohsoom,22-Aug-98,0
Biochemical Oxygen,Kohsoom,22-Aug-98,62.5
Chemical Oxygen Demand (Cr),Kohsoom,22-Aug-98,0
Chemical Oxygen Demand (Mn),Kohsoom,22-Aug-98,11.1
AOX,Kohsoom,22-Aug-98,0
Atrazine,Kohsoom,22-Aug-98,0
Cesium,Kohsoom,22-Aug-98,0
Macrozoobenthos,Kohsoom,22-Aug-98,0
Total coliforms,Kohsoom,22-Aug-98,0
Fecal coliforms,Kohsoom,22-Aug-98,0
Water temperature,Chai,23-Aug-98,23.16666667
Dissolved oxygen,Chai,23-Aug-98,6.133333333
Ammonium,Chai,23-Aug-98,0.213333333
Nitrites,Chai,23-Aug-98,0.066666667
Nitrates,Chai,23-Aug-98,1.186666667
Orthophosphate-phosphorus,Chai,23-Aug-98,0.07
Total phosphorus,Chai,23-Aug-98,0.13
Sodium,Chai,23-Aug-98,16
Potassium,Chai,23-Aug-98,3.133333333
Calcium,Chai,23-Aug-98,49
Magnesium,Chai,23-Aug-98,13
Chlorides,Chai,23-Aug-98,28.4
Sulphates,Chai,23-Aug-98,37.33333333
Iron,Chai,23-Aug-98,0.406666667
Manganese,Chai,23-Aug-98,0.03
Zinc,Chai,23-Aug-98,357.3333333
Copper,Chai,23-Aug-98,7.666666667
Chromium,Chai,23-Aug-98,10
Lead,Chai,23-Aug-98,11.33333333
Cadmium,Chai,23-Aug-98,0.456666667
Mercury,Chai,23-Aug-98,0
Nickel,Chai,23-Aug-98,36.66666667
Arsenic,Chai,23-Aug-98,0
Biochemical Oxygen,Chai,23-Aug-98,2.966666667
Chemical Oxygen Demand (Cr),Chai,23-Aug-98,11.4
Chemical Oxygen Demand (Mn),Chai,23-Aug-98,3.366666667
AOX,Chai,23-Aug-98,0
Atrazine,Chai,23-Aug-98,0
Cesium,Chai,23-Aug-98,0
Macrozoobenthos,Chai,23-Aug-98,1.976666667
Total coliforms,Chai,23-Aug-98,0.013033333
Fecal coliforms,Chai,23-Aug-98,0.007833333
Water temperature,Somchair,24-Aug-98,21
Dissolved oxygen,Somchair,24-Aug-98,6
Ammonium,Somchair,24-Aug-98,1.14
Nitrites,Somchair,24-Aug-98,0.24
Nitrates,Somchair,24-Aug-98,1.87
Orthophosphate-phosphorus,Somchair,24-Aug-98,0.02
Total phosphorus,Somchair,24-Aug-98,0.05
Sodium,Somchair,24-Aug-98,36.7
Potassium,Somchair,24-Aug-98,5.5
Calcium,Somchair,24-Aug-98,62
Magnesium,Somchair,24-Aug-98,27.6
Chlorides,Somchair,24-Aug-98,103.5
Sulphates,Somchair,24-Aug-98,52
Iron,Somchair,24-Aug-98,6.75
Manganese,Somchair,24-Aug-98,0.73
Zinc,Somchair,24-Aug-98,285
Copper,Somchair,24-Aug-98,1
Chromium,Somchair,24-Aug-98,10
Lead,Somchair,24-Aug-98,15
Cadmium,Somchair,24-Aug-98,0.52
Mercury,Somchair,24-Aug-98,0
Nickel,Somchair,24-Aug-98,78
Arsenic,Somchair,24-Aug-98,0
Biochemical Oxygen,Somchair,24-Aug-98,5.9
Chemical Oxygen Demand (Cr),Somchair,24-Aug-98,0
Chemical Oxygen Demand (Mn),Somchair,24-Aug-98,6.5
AOX,Somchair,24-Aug-98,0
Atrazine,Somchair,24-Aug-98,0
Cesium,Somchair,24-Aug-98,0
Macrozoobenthos,Somchair,24-Aug-98,0
Total coliforms,Somchair,24-Aug-98,0
Fecal coliforms,Somchair,24-Aug-98,0
Water temperature,Kannika,25-Aug-98,23
Dissolved oxygen,Kannika,25-Aug-98,6.433333333
Ammonium,Kannika,25-Aug-98,0.223333333
Nitrites,Kannika,25-Aug-98,0.063333333
Nitrates,Kannika,25-Aug-98,0.943333333
Orthophosphate-phosphorus,Kannika,25-Aug-98,0.033333333
Total phosphorus,Kannika,25-Aug-98,0.073333333
Sodium,Kannika,25-Aug-98,22.56666667
Potassium,Kannika,25-Aug-98,3.633333333
Calcium,Kannika,25-Aug-98,54
Magnesium,Kannika,25-Aug-98,14.4
Chlorides,Kannika,25-Aug-98,29.93333333
Sulphates,Kannika,25-Aug-98,39.23333333
Iron,Kannika,25-Aug-98,0.976666667
Manganese,Kannika,25-Aug-98,0.016666667
Zinc,Kannika,25-Aug-98,223.3333333
Copper,Kannika,25-Aug-98,1
Chromium,Kannika,25-Aug-98,13.33333333
Lead,Kannika,25-Aug-98,20
Cadmium,Kannika,25-Aug-98,1.653333333
Mercury,Kannika,25-Aug-98,0
Nickel,Kannika,25-Aug-98,28.66666667
Arsenic,Kannika,25-Aug-98,0
Biochemical Oxygen,Kannika,25-Aug-98,3.233333333
Chemical Oxygen Demand (Cr),Kannika,25-Aug-98,13.03333333
Chemical Oxygen Demand (Mn),Kannika,25-Aug-98,3.3
AOX,Kannika,25-Aug-98,0
Atrazine,Kannika,25-Aug-98,0
Cesium,Kannika,25-Aug-98,0
Macrozoobenthos,Kannika,25-Aug-98,1.98
Total coliforms,Kannika,25-Aug-98,0.11
Fecal coliforms,Kannika,25-Aug-98,0.008466667
Water temperature,Sakda,26-Aug-98,23
Dissolved oxygen,Sakda,26-Aug-98,6.6
Ammonium,Sakda,26-Aug-98,0.21
Nitrites,Sakda,26-Aug-98,0.07
Nitrates,Sakda,26-Aug-98,0.77
Orthophosphate-phosphorus,Sakda,26-Aug-98,0.04
Total phosphorus,Sakda,26-Aug-98,0.08
Sodium,Sakda,26-Aug-98,21.6
Potassium,Sakda,26-Aug-98,3.6
Calcium,Sakda,26-Aug-98,55
Magnesium,Sakda,26-Aug-98,13.8
Chlorides,Sakda,26-Aug-98,37.6
Sulphates,Sakda,26-Aug-98,40.5
Iron,Sakda,26-Aug-98,0.44
Manganese,Sakda,26-Aug-98,0.03
Zinc,Sakda,26-Aug-98,251
Copper,Sakda,26-Aug-98,34
Chromium,Sakda,26-Aug-98,9
Lead,Sakda,26-Aug-98,18
Cadmium,Sakda,26-Aug-98,1.12
Mercury,Sakda,26-Aug-98,0
Nickel,Sakda,26-Aug-98,18
Arsenic,Sakda,26-Aug-98,0
Biochemical Oxygen,Sakda,26-Aug-98,3
Chemical Oxygen Demand (Cr),Sakda,26-Aug-98,0
Chemical Oxygen Demand (Mn),Sakda,26-Aug-98,3.3
AOX,Sakda,26-Aug-98,0
Atrazine,Sakda,26-Aug-98,0
Cesium,Sakda,26-Aug-98,0
Macrozoobenthos,Sakda,26-Aug-98,2.04
Total coliforms,Sakda,26-Aug-98,0
Fecal coliforms,Sakda,26-Aug-98,0
Water temperature,Boonsri,05-Sep-98,14.5
Dissolved oxygen,Boonsri,05-Sep-98,7.8
Ammonium,Boonsri,05-Sep-98,0.265
Nitrites,Boonsri,05-Sep-98,0.065
Nitrates,Boonsri,05-Sep-98,1.085
Orthophosphate-phosphorus,Boonsri,05-Sep-98,0.04
Total phosphorus,Boonsri,05-Sep-98,0.135
Sodium,Boonsri,05-Sep-98,16.2
Potassium,Boonsri,05-Sep-98,2.6
Calcium,Boonsri,05-Sep-98,48
Magnesium,Boonsri,05-Sep-98,29.3
Chlorides,Boonsri,05-Sep-98,23.45
Sulphates,Boonsri,05-Sep-98,94.35
Iron,Boonsri,05-Sep-98,0.43
Manganese,Boonsri,05-Sep-98,0.0075
Zinc,Boonsri,05-Sep-98,27
Copper,Boonsri,05-Sep-98,5.5
Chromium,Boonsri,05-Sep-98,7.5
Lead,Boonsri,05-Sep-98,0
Cadmium,Boonsri,05-Sep-98,0
Mercury,Boonsri,05-Sep-98,0
Nickel,Boonsri,05-Sep-98,5
Arsenic,Boonsri,05-Sep-98,0
Biochemical Oxygen,Boonsri,05-Sep-98,2.7
Chemical Oxygen Demand (Cr),Boonsri,05-Sep-98,0
Chemical Oxygen Demand (Mn),Boonsri,05-Sep-98,4.7
AOX,Boonsri,05-Sep-98,0
Atrazine,Boonsri,05-Sep-98,0
Cesium,Boonsri,05-Sep-98,0
Macrozoobenthos,Boonsri,05-Sep-98,0
Total coliforms,Boonsri,05-Sep-98,0.25
Fecal coliforms,Boonsri,05-Sep-98,0
Water temperature,Kannika,20-Sep-98,18
Dissolved oxygen,Kannika,20-Sep-98,7.193333333
Ammonium,Kannika,20-Sep-98,0.17
Nitrites,Kannika,20-Sep-98,0.056666667
Nitrates,Kannika,20-Sep-98,1.126666667
Orthophosphate-phosphorus,Kannika,20-Sep-98,0.036666667
Total phosphorus,Kannika,20-Sep-98,0.076666667
Sodium,Kannika,20-Sep-98,23.3
Potassium,Kannika,20-Sep-98,3.433333333
Calcium,Kannika,20-Sep-98,50.76666667
Magnesium,Kannika,20-Sep-98,14.59666667
Chlorides,Kannika,20-Sep-98,29.54
Sulphates,Kannika,20-Sep-98,41.46
Iron,Kannika,20-Sep-98,0.01
Manganese,Kannika,20-Sep-98,0.03
Zinc,Kannika,20-Sep-98,6.666666667
Copper,Kannika,20-Sep-98,10
Chromium,Kannika,20-Sep-98,30
Lead,Kannika,20-Sep-98,0
Cadmium,Kannika,20-Sep-98,0
Mercury,Kannika,20-Sep-98,0
Nickel,Kannika,20-Sep-98,21
Arsenic,Kannika,20-Sep-98,0
Biochemical Oxygen,Kannika,20-Sep-98,2.5
Chemical Oxygen Demand (Cr),Kannika,20-Sep-98,13.46666667
Chemical Oxygen Demand (Mn),Kannika,20-Sep-98,4.1
AOX,Kannika,20-Sep-98,0
Atrazine,Kannika,20-Sep-98,0
Cesium,Kannika,20-Sep-98,0
Macrozoobenthos,Kannika,20-Sep-98,0
Total coliforms,Kannika,20-Sep-98,0
Fecal coliforms,Kannika,20-Sep-98,0
Water temperature,Chai,27-Sep-98,16.83333333
Dissolved oxygen,Chai,27-Sep-98,7.32
Ammonium,Chai,27-Sep-98,0.18
Nitrites,Chai,27-Sep-98,0.046666667
Nitrates,Chai,27-Sep-98,1.433333333
Orthophosphate-phosphorus,Chai,27-Sep-98,0.07
Total phosphorus,Chai,27-Sep-98,0.12
Sodium,Chai,27-Sep-98,23.93333333
Potassium,Chai,27-Sep-98,4.2
Calcium,Chai,27-Sep-98,46.33666667
Magnesium,Chai,27-Sep-98,16.44
Chlorides,Chai,27-Sep-98,38.13333333
Sulphates,Chai,27-Sep-98,57.77333333
Iron,Chai,27-Sep-98,0.05
Manganese,Chai,27-Sep-98,0
Zinc,Chai,27-Sep-98,0
Copper,Chai,27-Sep-98,0
Chromium,Chai,27-Sep-98,0
Lead,Chai,27-Sep-98,0
Cadmium,Chai,27-Sep-98,0
Mercury,Chai,27-Sep-98,0
Nickel,Chai,27-Sep-98,0
Arsenic,Chai,27-Sep-98,0
